Accuracy,False Negatives,False Positives,Iteration,Negatives,Positives,True Negatives,True Positives
0.996828752642706,4.0,5.0,67.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,68.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,69.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,70.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,71.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,72.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,73.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,74.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,75.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,76.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,77.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,78.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,79.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,80.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,81.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,82.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,83.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,84.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,85.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,86.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,87.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,88.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,89.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,90.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,91.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,92.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,93.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,94.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,95.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,96.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,97.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,98.0,1419.0,1419.0,1415.0,1414.0
0.996828752642706,4.0,5.0,99.0,1419.0,1419.0,1415.0,1414.0
