Accuracy,False Negatives,False Positives,Iteration,True Negatives,True Positives,Positives,Negatives
0.997377327,2.7,0.4,500,607.6,571.3,574,608
0.997377327,2.7,0.4,501,607.6,571.3,574,608
0.997377327,2.7,0.4,502,607.6,571.3,574,608
0.997377327,2.7,0.4,503,607.6,571.3,574,608
0.997377327,2.7,0.4,504,607.6,571.3,574,608
0.997377327,2.7,0.4,505,607.6,571.3,574,608
0.997377327,2.7,0.4,506,607.6,571.3,574,608
0.997377327,2.7,0.4,507,607.6,571.3,574,608
0.997377327,2.7,0.4,508,607.6,571.3,574,608
0.997377327,2.7,0.4,509,607.6,571.3,574,608
0.997377327,2.7,0.4,510,607.6,571.3,574,608
0.997377327,2.7,0.4,511,607.6,571.3,574,608
0.997377327,2.7,0.4,512,607.6,571.3,574,608
0.997377327,2.7,0.4,513,607.6,571.3,574,608
0.997377327,2.7,0.4,514,607.6,571.3,574,608
0.997377327,2.7,0.4,515,607.6,571.3,574,608
0.997377327,2.7,0.4,516,607.6,571.3,574,608
0.997377327,2.7,0.4,517,607.6,571.3,574,608
0.997377327,2.7,0.4,518,607.6,571.3,574,608
0.997377327,2.7,0.4,519,607.6,571.3,574,608
0.997377327,2.7,0.4,520,607.6,571.3,574,608
0.997377327,2.7,0.4,521,607.6,571.3,574,608
0.997377327,2.7,0.4,522,607.6,571.3,574,608
0.997377327,2.7,0.4,523,607.6,571.3,574,608
0.997377327,2.7,0.4,524,607.6,571.3,574,608
0.997377327,2.7,0.4,525,607.6,571.3,574,608
0.997377327,2.7,0.4,526,607.6,571.3,574,608
0.997377327,2.7,0.4,527,607.6,571.3,574,608
0.997377327,2.7,0.4,528,607.6,571.3,574,608
0.997377327,2.7,0.4,529,607.6,571.3,574,608
0.997377327,2.7,0.4,530,607.6,571.3,574,608
0.997377327,2.7,0.4,531,607.6,571.3,574,608
0.997377327,2.7,0.4,532,607.6,571.3,574,608
0.997377327,2.7,0.4,533,607.6,571.3,574,608
0.997377327,2.7,0.4,534,607.6,571.3,574,608
0.997377327,2.7,0.4,535,607.6,571.3,574,608
0.997377327,2.7,0.4,536,607.6,571.3,574,608
0.997377327,2.7,0.4,537,607.6,571.3,574,608
0.997377327,2.7,0.4,538,607.6,571.3,574,608
0.997377327,2.7,0.4,539,607.6,571.3,574,608
0.997377327,2.7,0.4,540,607.6,571.3,574,608
0.997377327,2.7,0.4,541,607.6,571.3,574,608
0.997377327,2.7,0.4,542,607.6,571.3,574,608
0.997377327,2.7,0.4,543,607.6,571.3,574,608
0.997377327,2.7,0.4,544,607.6,571.3,574,608
0.997377327,2.7,0.4,545,607.6,571.3,574,608
0.997377327,2.7,0.4,546,607.6,571.3,574,608
0.997377327,2.7,0.4,547,607.6,571.3,574,608
0.997377327,2.7,0.4,548,607.6,571.3,574,608
0.997377327,2.7,0.4,549,607.6,571.3,574,608
0.997377327,2.7,0.4,550,607.6,571.3,574,608
0.997377327,2.7,0.4,551,607.6,571.3,574,608
0.997377327,2.7,0.4,552,607.6,571.3,574,608
0.997377327,2.7,0.4,553,607.6,571.3,574,608
0.997377327,2.7,0.4,554,607.6,571.3,574,608
0.997377327,2.7,0.4,555,607.6,571.3,574,608
0.997377327,2.7,0.4,556,607.6,571.3,574,608
0.997377327,2.7,0.4,557,607.6,571.3,574,608
0.997377327,2.7,0.4,558,607.6,571.3,574,608
0.997377327,2.7,0.4,559,607.6,571.3,574,608
0.997377327,2.7,0.4,560,607.6,571.3,574,608
0.997377327,2.7,0.4,561,607.6,571.3,574,608
0.997377327,2.7,0.4,562,607.6,571.3,574,608
0.997377327,2.7,0.4,563,607.6,571.3,574,608
0.997377327,2.7,0.4,564,607.6,571.3,574,608
0.997377327,2.7,0.4,565,607.6,571.3,574,608
0.997377327,2.7,0.4,566,607.6,571.3,574,608
0.997377327,2.7,0.4,567,607.6,571.3,574,608
0.997377327,2.7,0.4,568,607.6,571.3,574,608
0.997377327,2.7,0.4,569,607.6,571.3,574,608
0.997377327,2.7,0.4,570,607.6,571.3,574,608
0.997377327,2.7,0.4,571,607.6,571.3,574,608
0.997377327,2.7,0.4,572,607.6,571.3,574,608
0.997377327,2.7,0.4,573,607.6,571.3,574,608
0.997377327,2.7,0.4,574,607.6,571.3,574,608
0.997377327,2.7,0.4,575,607.6,571.3,574,608
0.997377327,2.7,0.4,576,607.6,571.3,574,608
0.997377327,2.7,0.4,577,607.6,571.3,574,608
0.997377327,2.7,0.4,578,607.6,571.3,574,608
0.997377327,2.7,0.4,579,607.6,571.3,574,608
0.997377327,2.7,0.4,580,607.6,571.3,574,608
0.997377327,2.7,0.4,581,607.6,571.3,574,608
0.997377327,2.7,0.4,582,607.6,571.3,574,608
0.997377327,2.7,0.4,583,607.6,571.3,574,608
0.997377327,2.7,0.4,584,607.6,571.3,574,608
0.997377327,2.7,0.4,585,607.6,571.3,574,608
0.997377327,2.7,0.4,586,607.6,571.3,574,608
0.997377327,2.7,0.4,587,607.6,571.3,574,608
0.997377327,2.7,0.4,588,607.6,571.3,574,608
0.997377327,2.7,0.4,589,607.6,571.3,574,608
0.997377327,2.7,0.4,590,607.6,571.3,574,608
0.997377327,2.7,0.4,591,607.6,571.3,574,608
0.997377327,2.7,0.4,592,607.6,571.3,574,608
0.997377327,2.7,0.4,593,607.6,571.3,574,608
0.997377327,2.7,0.4,594,607.6,571.3,574,608
0.997377327,2.7,0.4,595,607.6,571.3,574,608
0.997377327,2.7,0.4,596,607.6,571.3,574,608
0.997377327,2.7,0.4,597,607.6,571.3,574,608
0.997377327,2.7,0.4,598,607.6,571.3,574,608
0.997377327,2.7,0.4,599,607.6,571.3,574,608
0.997377327,2.7,0.4,600,607.6,571.3,574,608
0.997377327,2.7,0.4,601,607.6,571.3,574,608
0.997377327,2.7,0.4,602,607.6,571.3,574,608
0.997377327,2.7,0.4,603,607.6,571.3,574,608
0.997377327,2.7,0.4,604,607.6,571.3,574,608
0.997377327,2.7,0.4,605,607.6,571.3,574,608
0.997377327,2.7,0.4,606,607.6,571.3,574,608
0.997377327,2.7,0.4,607,607.6,571.3,574,608
0.997377327,2.7,0.4,608,607.6,571.3,574,608
0.997377327,2.7,0.4,609,607.6,571.3,574,608
0.997377327,2.7,0.4,610,607.6,571.3,574,608
0.997377327,2.7,0.4,611,607.6,571.3,574,608
0.997377327,2.7,0.4,612,607.6,571.3,574,608
0.997377327,2.7,0.4,613,607.6,571.3,574,608
0.997377327,2.7,0.4,614,607.6,571.3,574,608
0.997377327,2.7,0.4,615,607.6,571.3,574,608
0.997377327,2.7,0.4,616,607.6,571.3,574,608
0.997377327,2.7,0.4,617,607.6,571.3,574,608
0.997377327,2.7,0.4,618,607.6,571.3,574,608
0.997377327,2.7,0.4,619,607.6,571.3,574,608
0.997377327,2.7,0.4,620,607.6,571.3,574,608
0.997377327,2.7,0.4,621,607.6,571.3,574,608
0.997377327,2.7,0.4,622,607.6,571.3,574,608
0.997377327,2.7,0.4,623,607.6,571.3,574,608
0.997377327,2.7,0.4,624,607.6,571.3,574,608
0.997377327,2.7,0.4,625,607.6,571.3,574,608
0.997377327,2.7,0.4,626,607.6,571.3,574,608
0.997377327,2.7,0.4,627,607.6,571.3,574,608
0.997377327,2.7,0.4,628,607.6,571.3,574,608
0.997377327,2.7,0.4,629,607.6,571.3,574,608
0.997377327,2.7,0.4,630,607.6,571.3,574,608
0.997377327,2.7,0.4,631,607.6,571.3,574,608
0.997377327,2.7,0.4,632,607.6,571.3,574,608
0.997377327,2.7,0.4,633,607.6,571.3,574,608
0.997377327,2.7,0.4,634,607.6,571.3,574,608
0.997377327,2.7,0.4,635,607.6,571.3,574,608
0.997377327,2.7,0.4,636,607.6,571.3,574,608
0.997377327,2.7,0.4,637,607.6,571.3,574,608
0.997377327,2.7,0.4,638,607.6,571.3,574,608
0.997377327,2.7,0.4,639,607.6,571.3,574,608
0.997377327,2.7,0.4,640,607.6,571.3,574,608
0.997377327,2.7,0.4,641,607.6,571.3,574,608
0.997377327,2.7,0.4,642,607.6,571.3,574,608
0.997377327,2.7,0.4,643,607.6,571.3,574,608
0.997377327,2.7,0.4,644,607.6,571.3,574,608
0.997377327,2.7,0.4,645,607.6,571.3,574,608
0.997377327,2.7,0.4,646,607.6,571.3,574,608
0.997377327,2.7,0.4,647,607.6,571.3,574,608
0.997377327,2.7,0.4,648,607.6,571.3,574,608
0.997377327,2.7,0.4,649,607.6,571.3,574,608
0.997377327,2.7,0.4,650,607.6,571.3,574,608
0.997377327,2.7,0.4,651,607.6,571.3,574,608
0.997377327,2.7,0.4,652,607.6,571.3,574,608
0.997377327,2.7,0.4,653,607.6,571.3,574,608
0.997377327,2.7,0.4,654,607.6,571.3,574,608
0.997377327,2.7,0.4,655,607.6,571.3,574,608
0.997377327,2.7,0.4,656,607.6,571.3,574,608
0.997377327,2.7,0.4,657,607.6,571.3,574,608
0.997377327,2.7,0.4,658,607.6,571.3,574,608
0.997377327,2.7,0.4,659,607.6,571.3,574,608
0.997377327,2.7,0.4,660,607.6,571.3,574,608
0.997377327,2.7,0.4,661,607.6,571.3,574,608
0.997377327,2.7,0.4,662,607.6,571.3,574,608
0.997377327,2.7,0.4,663,607.6,571.3,574,608
0.997377327,2.7,0.4,664,607.6,571.3,574,608
0.997377327,2.7,0.4,665,607.6,571.3,574,608
0.997377327,2.7,0.4,666,607.6,571.3,574,608
0.997377327,2.7,0.4,667,607.6,571.3,574,608
0.997377327,2.7,0.4,668,607.6,571.3,574,608
0.997377327,2.7,0.4,669,607.6,571.3,574,608
0.997377327,2.7,0.4,670,607.6,571.3,574,608
0.997377327,2.7,0.4,671,607.6,571.3,574,608
0.997377327,2.7,0.4,672,607.6,571.3,574,608
0.997377327,2.7,0.4,673,607.6,571.3,574,608
0.997377327,2.7,0.4,674,607.6,571.3,574,608
0.997377327,2.7,0.4,675,607.6,571.3,574,608
0.997377327,2.7,0.4,676,607.6,571.3,574,608
0.997377327,2.7,0.4,677,607.6,571.3,574,608
0.997377327,2.7,0.4,678,607.6,571.3,574,608
0.997377327,2.7,0.4,679,607.6,571.3,574,608
0.997377327,2.7,0.4,680,607.6,571.3,574,608
0.997377327,2.7,0.4,681,607.6,571.3,574,608
0.997377327,2.7,0.4,682,607.6,571.3,574,608
0.997377327,2.7,0.4,683,607.6,571.3,574,608
0.997377327,2.7,0.4,684,607.6,571.3,574,608
0.997377327,2.7,0.4,685,607.6,571.3,574,608
0.997377327,2.7,0.4,686,607.6,571.3,574,608
0.997377327,2.7,0.4,687,607.6,571.3,574,608
0.997377327,2.7,0.4,688,607.6,571.3,574,608
0.997377327,2.7,0.4,689,607.6,571.3,574,608
0.997377327,2.7,0.4,690,607.6,571.3,574,608
0.997377327,2.7,0.4,691,607.6,571.3,574,608
0.997377327,2.7,0.4,692,607.6,571.3,574,608
0.997377327,2.7,0.4,693,607.6,571.3,574,608
0.997377327,2.7,0.4,694,607.6,571.3,574,608
0.997377327,2.7,0.4,695,607.6,571.3,574,608
0.997377327,2.7,0.4,696,607.6,571.3,574,608
0.997377327,2.7,0.4,697,607.6,571.3,574,608
0.997292724,2.8,0.4,698,607.6,571.2,574,608
0.997292724,2.8,0.4,699,607.6,571.2,574,608
0.997292724,2.8,0.4,700,607.6,571.2,574,608
0.997292724,2.8,0.4,701,607.6,571.2,574,608
0.997292724,2.8,0.4,702,607.6,571.2,574,608
0.997292724,2.8,0.4,703,607.6,571.2,574,608
0.997292724,2.8,0.4,704,607.6,571.2,574,608
0.997292724,2.8,0.4,705,607.6,571.2,574,608
0.997292724,2.8,0.4,706,607.6,571.2,574,608
0.997292724,2.8,0.4,707,607.6,571.2,574,608
0.997292724,2.8,0.4,708,607.6,571.2,574,608
0.997292724,2.8,0.4,709,607.6,571.2,574,608
0.997292724,2.8,0.4,710,607.6,571.2,574,608
0.997377327,2.9,0.2,711,607.8,571.1,574,608
0.997377327,2.9,0.2,712,607.8,571.1,574,608
0.997377327,2.9,0.2,713,607.8,571.1,574,608
0.997377327,2.9,0.2,714,607.8,571.1,574,608
0.997377327,2.9,0.2,715,607.8,571.1,574,608
0.997377327,2.9,0.2,716,607.8,571.1,574,608
0.997377327,2.9,0.2,717,607.8,571.1,574,608
0.997377327,2.9,0.2,718,607.8,571.1,574,608
0.997377327,2.9,0.2,719,607.8,571.1,574,608
0.997377327,2.9,0.2,720,607.8,571.1,574,608
0.997377327,2.9,0.2,721,607.8,571.1,574,608
0.997377327,2.9,0.2,722,607.8,571.1,574,608
0.997377327,2.9,0.2,723,607.8,571.1,574,608
0.997377327,2.9,0.2,724,607.8,571.1,574,608
0.997377327,2.9,0.2,725,607.8,571.1,574,608
0.997377327,2.9,0.2,726,607.8,571.1,574,608
0.997377327,2.9,0.2,727,607.8,571.1,574,608
0.997377327,2.9,0.2,728,607.8,571.1,574,608
0.997377327,2.9,0.2,729,607.8,571.1,574,608
0.997377327,2.9,0.2,730,607.8,571.1,574,608
0.997377327,2.9,0.2,731,607.8,571.1,574,608
0.997377327,2.9,0.2,732,607.8,571.1,574,608
0.997377327,2.9,0.2,733,607.8,571.1,574,608
0.997377327,2.9,0.2,734,607.8,571.1,574,608
0.997377327,2.9,0.2,735,607.8,571.1,574,608
0.997377327,2.9,0.2,736,607.8,571.1,574,608
0.997377327,2.9,0.2,737,607.8,571.1,574,608
0.997377327,2.9,0.2,738,607.8,571.1,574,608
0.997377327,2.9,0.2,739,607.8,571.1,574,608
0.997377327,2.9,0.2,740,607.8,571.1,574,608
0.997377327,2.9,0.2,741,607.8,571.1,574,608
0.997377327,2.9,0.2,742,607.8,571.1,574,608
0.997377327,2.9,0.2,743,607.8,571.1,574,608
0.997377327,2.9,0.2,744,607.8,571.1,574,608
0.997377327,2.9,0.2,745,607.8,571.1,574,608
0.997377327,2.9,0.2,746,607.8,571.1,574,608
0.997377327,2.9,0.2,747,607.8,571.1,574,608
0.997377327,2.9,0.2,748,607.8,571.1,574,608
0.997377327,2.9,0.2,749,607.8,571.1,574,608
0.997377327,2.9,0.2,750,607.8,571.1,574,608
0.997377327,2.9,0.2,751,607.8,571.1,574,608
0.997377327,2.9,0.2,752,607.8,571.1,574,608
0.997377327,2.9,0.2,753,607.8,571.1,574,608
0.997377327,2.9,0.2,754,607.8,571.1,574,608
0.997377327,2.9,0.2,755,607.8,571.1,574,608
0.997377327,2.9,0.2,756,607.8,571.1,574,608
0.997377327,2.9,0.2,757,607.8,571.1,574,608
0.997377327,2.9,0.2,758,607.8,571.1,574,608
0.997377327,2.9,0.2,759,607.8,571.1,574,608
0.997377327,2.9,0.2,760,607.8,571.1,574,608
0.997377327,2.9,0.2,761,607.8,571.1,574,608
0.997377327,2.9,0.2,762,607.8,571.1,574,608
0.997377327,2.9,0.2,763,607.8,571.1,574,608
0.997377327,2.9,0.2,764,607.8,571.1,574,608
0.997377327,2.9,0.2,765,607.8,571.1,574,608
0.997377327,2.9,0.2,766,607.8,571.1,574,608
0.997377327,2.9,0.2,767,607.8,571.1,574,608
0.997377327,2.9,0.2,768,607.8,571.1,574,608
0.997377327,2.9,0.2,769,607.8,571.1,574,608
0.997377327,2.9,0.2,770,607.8,571.1,574,608
0.997377327,2.9,0.2,771,607.8,571.1,574,608
0.997377327,2.9,0.2,772,607.8,571.1,574,608
0.997377327,2.9,0.2,773,607.8,571.1,574,608
0.997377327,2.9,0.2,774,607.8,571.1,574,608
0.997377327,2.9,0.2,775,607.8,571.1,574,608
0.997377327,2.9,0.2,776,607.8,571.1,574,608
0.997377327,2.9,0.2,777,607.8,571.1,574,608
0.997377327,2.9,0.2,778,607.8,571.1,574,608
0.997377327,2.9,0.2,779,607.8,571.1,574,608
0.997377327,2.9,0.2,780,607.8,571.1,574,608
0.997377327,2.9,0.2,781,607.8,571.1,574,608
0.997377327,2.9,0.2,782,607.8,571.1,574,608
0.997377327,2.9,0.2,783,607.8,571.1,574,608
0.997377327,2.9,0.2,784,607.8,571.1,574,608
0.997377327,2.9,0.2,785,607.8,571.1,574,608
0.997377327,2.9,0.2,786,607.8,571.1,574,608
0.997377327,2.9,0.2,787,607.8,571.1,574,608
0.997377327,2.9,0.2,788,607.8,571.1,574,608
0.997377327,2.9,0.2,789,607.8,571.1,574,608
0.997377327,2.9,0.2,790,607.8,571.1,574,608
0.997377327,2.9,0.2,791,607.8,571.1,574,608
0.997377327,2.9,0.2,792,607.8,571.1,574,608
0.997377327,2.9,0.2,793,607.8,571.1,574,608
0.997377327,2.9,0.2,794,607.8,571.1,574,608
0.997377327,2.9,0.2,795,607.8,571.1,574,608
0.997377327,2.9,0.2,796,607.8,571.1,574,608
0.997377327,2.9,0.2,797,607.8,571.1,574,608
0.997377327,2.9,0.2,798,607.8,571.1,574,608
0.997377327,2.9,0.2,799,607.8,571.1,574,608
0.997377327,2.9,0.2,800,607.8,571.1,574,608
0.997377327,2.9,0.2,801,607.8,571.1,574,608
0.997377327,2.9,0.2,802,607.8,571.1,574,608
0.997377327,2.9,0.2,803,607.8,571.1,574,608
0.997377327,2.9,0.2,804,607.8,571.1,574,608
0.997377327,2.9,0.2,805,607.8,571.1,574,608
0.997377327,2.9,0.2,806,607.8,571.1,574,608
0.997377327,2.9,0.2,807,607.8,571.1,574,608
0.997377327,2.9,0.2,808,607.8,571.1,574,608
0.997377327,2.9,0.2,809,607.8,571.1,574,608
0.997377327,2.9,0.2,810,607.8,571.1,574,608
0.997377327,2.9,0.2,811,607.8,571.1,574,608
0.997377327,2.9,0.2,812,607.8,571.1,574,608
0.997377327,2.9,0.2,813,607.8,571.1,574,608
0.997377327,2.9,0.2,814,607.8,571.1,574,608
0.997377327,2.9,0.2,815,607.8,571.1,574,608
0.997377327,2.9,0.2,816,607.8,571.1,574,608
0.997377327,2.9,0.2,817,607.8,571.1,574,608
0.997377327,2.9,0.2,818,607.8,571.1,574,608
0.997377327,2.9,0.2,819,607.8,571.1,574,608
0.997377327,2.9,0.2,820,607.8,571.1,574,608
0.997377327,2.9,0.2,821,607.8,571.1,574,608
0.997377327,2.9,0.2,822,607.8,571.1,574,608
0.997377327,2.9,0.2,823,607.8,571.1,574,608
0.997377327,2.9,0.2,824,607.8,571.1,574,608
0.997377327,2.9,0.2,825,607.8,571.1,574,608
0.997377327,2.9,0.2,826,607.8,571.1,574,608
0.997377327,2.9,0.2,827,607.8,571.1,574,608
0.997377327,2.9,0.2,828,607.8,571.1,574,608
0.997377327,2.9,0.2,829,607.8,571.1,574,608
0.997377327,2.9,0.2,830,607.8,571.1,574,608
0.997377327,2.9,0.2,831,607.8,571.1,574,608
0.997377327,2.9,0.2,832,607.8,571.1,574,608
0.997377327,2.9,0.2,833,607.8,571.1,574,608
0.997377327,2.9,0.2,834,607.8,571.1,574,608
0.997377327,2.9,0.2,835,607.8,571.1,574,608
0.997377327,2.9,0.2,836,607.8,571.1,574,608
0.997377327,2.9,0.2,837,607.8,571.1,574,608
0.997377327,2.9,0.2,838,607.8,571.1,574,608
0.997377327,2.9,0.2,839,607.8,571.1,574,608
0.997377327,2.9,0.2,840,607.8,571.1,574,608
0.997377327,2.9,0.2,841,607.8,571.1,574,608
0.997377327,2.9,0.2,842,607.8,571.1,574,608
0.997377327,2.9,0.2,843,607.8,571.1,574,608
0.997377327,2.9,0.2,844,607.8,571.1,574,608
0.997377327,2.9,0.2,845,607.8,571.1,574,608
0.997377327,2.9,0.2,846,607.8,571.1,574,608
0.997377327,2.9,0.2,847,607.8,571.1,574,608
0.997377327,2.9,0.2,848,607.8,571.1,574,608
0.997377327,2.9,0.2,849,607.8,571.1,574,608
0.997377327,2.9,0.2,850,607.8,571.1,574,608
0.997377327,2.9,0.2,851,607.8,571.1,574,608
0.997377327,2.9,0.2,852,607.8,571.1,574,608
0.997377327,2.9,0.2,853,607.8,571.1,574,608
0.997377327,2.9,0.2,854,607.8,571.1,574,608
0.997377327,2.9,0.2,855,607.8,571.1,574,608
0.997377327,2.9,0.2,856,607.8,571.1,574,608
0.997377327,2.9,0.2,857,607.8,571.1,574,608
0.997377327,2.9,0.2,858,607.8,571.1,574,608
0.997377327,2.9,0.2,859,607.8,571.1,574,608
0.997377327,2.9,0.2,860,607.8,571.1,574,608
0.997377327,2.9,0.2,861,607.8,571.1,574,608
0.997377327,2.9,0.2,862,607.8,571.1,574,608
0.997377327,2.9,0.2,863,607.8,571.1,574,608
0.997377327,2.9,0.2,864,607.8,571.1,574,608
0.997377327,2.9,0.2,865,607.8,571.1,574,608
0.997377327,2.9,0.2,866,607.8,571.1,574,608
0.997377327,2.9,0.2,867,607.8,571.1,574,608
0.997377327,2.9,0.2,868,607.8,571.1,574,608
0.997377327,2.9,0.2,869,607.8,571.1,574,608
0.997377327,2.9,0.2,870,607.8,571.1,574,608
0.997377327,2.9,0.2,871,607.8,571.1,574,608
0.997377327,2.9,0.2,872,607.8,571.1,574,608
0.997377327,2.9,0.2,873,607.8,571.1,574,608
0.997377327,2.9,0.2,874,607.8,571.1,574,608
0.997377327,2.9,0.2,875,607.8,571.1,574,608
0.997377327,2.9,0.2,876,607.8,571.1,574,608
0.997377327,2.9,0.2,877,607.8,571.1,574,608
0.997377327,2.9,0.2,878,607.8,571.1,574,608
0.997377327,2.9,0.2,879,607.8,571.1,574,608
0.997377327,2.9,0.2,880,607.8,571.1,574,608
0.997377327,2.9,0.2,881,607.8,571.1,574,608
0.997377327,2.9,0.2,882,607.8,571.1,574,608
0.997377327,2.9,0.2,883,607.8,571.1,574,608
0.997377327,2.9,0.2,884,607.8,571.1,574,608
0.997377327,2.9,0.2,885,607.8,571.1,574,608
0.997377327,2.9,0.2,886,607.8,571.1,574,608
0.997377327,2.9,0.2,887,607.8,571.1,574,608
0.997377327,2.9,0.2,888,607.8,571.1,574,608
0.997377327,2.9,0.2,889,607.8,571.1,574,608
0.997377327,2.9,0.2,890,607.8,571.1,574,608
0.997377327,2.9,0.2,891,607.8,571.1,574,608
0.997377327,2.9,0.2,892,607.8,571.1,574,608
0.997377327,2.9,0.2,893,607.8,571.1,574,608
0.997377327,2.9,0.2,894,607.8,571.1,574,608
0.997377327,2.9,0.2,895,607.8,571.1,574,608
0.997377327,2.9,0.2,896,607.8,571.1,574,608
0.997377327,2.9,0.2,897,607.8,571.1,574,608
0.997377327,2.9,0.2,898,607.8,571.1,574,608
0.997377327,2.9,0.2,899,607.8,571.1,574,608
0.997377327,2.9,0.2,900,607.8,571.1,574,608
0.997377327,2.9,0.2,901,607.8,571.1,574,608
0.997377327,2.9,0.2,902,607.8,571.1,574,608
0.997377327,2.9,0.2,903,607.8,571.1,574,608
0.997377327,2.9,0.2,904,607.8,571.1,574,608
0.997377327,2.9,0.2,905,607.8,571.1,574,608
0.997377327,2.9,0.2,906,607.8,571.1,574,608
0.997377327,2.9,0.2,907,607.8,571.1,574,608
0.997377327,2.9,0.2,908,607.8,571.1,574,608
0.997377327,2.9,0.2,909,607.8,571.1,574,608
0.997377327,2.9,0.2,910,607.8,571.1,574,608
0.997377327,2.9,0.2,911,607.8,571.1,574,608
0.997377327,2.9,0.2,912,607.8,571.1,574,608
0.997377327,2.9,0.2,913,607.8,571.1,574,608
0.997377327,2.9,0.2,914,607.8,571.1,574,608
0.997377327,2.9,0.2,915,607.8,571.1,574,608
0.997377327,2.9,0.2,916,607.8,571.1,574,608
0.997377327,2.9,0.2,917,607.8,571.1,574,608
0.997377327,2.9,0.2,918,607.8,571.1,574,608
0.997377327,2.9,0.2,919,607.8,571.1,574,608
0.997377327,2.9,0.2,920,607.8,571.1,574,608
0.997377327,2.9,0.2,921,607.8,571.1,574,608
0.997377327,2.9,0.2,922,607.8,571.1,574,608
0.997377327,2.9,0.2,923,607.8,571.1,574,608
0.997377327,2.9,0.2,924,607.8,571.1,574,608
0.997377327,2.9,0.2,925,607.8,571.1,574,608
0.997377327,2.9,0.2,926,607.8,571.1,574,608
0.997377327,2.9,0.2,927,607.8,571.1,574,608
0.997377327,2.9,0.2,928,607.8,571.1,574,608
0.997377327,2.9,0.2,929,607.8,571.1,574,608
0.997377327,2.9,0.2,930,607.8,571.1,574,608
0.997377327,2.9,0.2,931,607.8,571.1,574,608
0.997377327,2.9,0.2,932,607.8,571.1,574,608
0.997377327,2.9,0.2,933,607.8,571.1,574,608
0.997377327,2.9,0.2,934,607.8,571.1,574,608
0.997377327,2.9,0.2,935,607.8,571.1,574,608
0.997377327,2.9,0.2,936,607.8,571.1,574,608
0.997377327,2.9,0.2,937,607.8,571.1,574,608
0.997377327,2.9,0.2,938,607.8,571.1,574,608
0.997377327,2.9,0.2,939,607.8,571.1,574,608
0.997377327,2.9,0.2,940,607.8,571.1,574,608
0.997377327,2.9,0.2,941,607.8,571.1,574,608
0.997377327,2.9,0.2,942,607.8,571.1,574,608
0.997377327,2.9,0.2,943,607.8,571.1,574,608
0.997377327,2.9,0.2,944,607.8,571.1,574,608
0.997377327,2.9,0.2,945,607.8,571.1,574,608
0.997377327,2.9,0.2,946,607.8,571.1,574,608
0.997377327,2.9,0.2,947,607.8,571.1,574,608
0.997377327,2.9,0.2,948,607.8,571.1,574,608
0.997377327,2.9,0.2,949,607.8,571.1,574,608
0.997377327,2.9,0.2,950,607.8,571.1,574,608
0.997377327,2.9,0.2,951,607.8,571.1,574,608
0.997377327,2.9,0.2,952,607.8,571.1,574,608
0.997377327,2.9,0.2,953,607.8,571.1,574,608
0.997377327,2.9,0.2,954,607.8,571.1,574,608
0.997377327,2.9,0.2,955,607.8,571.1,574,608
0.997377327,2.9,0.2,956,607.8,571.1,574,608
0.997377327,2.9,0.2,957,607.8,571.1,574,608
0.997377327,2.9,0.2,958,607.8,571.1,574,608
0.997377327,2.9,0.2,959,607.8,571.1,574,608
0.997377327,2.9,0.2,960,607.8,571.1,574,608
0.997377327,2.9,0.2,961,607.8,571.1,574,608
0.997377327,2.9,0.2,962,607.8,571.1,574,608
0.997377327,2.9,0.2,963,607.8,571.1,574,608
0.997377327,2.9,0.2,964,607.8,571.1,574,608
0.997377327,2.9,0.2,965,607.8,571.1,574,608
0.997377327,2.9,0.2,966,607.8,571.1,574,608
0.997377327,2.9,0.2,967,607.8,571.1,574,608
0.997377327,2.9,0.2,968,607.8,571.1,574,608
0.997377327,2.9,0.2,969,607.8,571.1,574,608
0.997377327,2.9,0.2,970,607.8,571.1,574,608
0.997377327,2.9,0.2,971,607.8,571.1,574,608
0.997377327,2.9,0.2,972,607.8,571.1,574,608
0.997377327,2.9,0.2,973,607.8,571.1,574,608
0.997377327,2.9,0.2,974,607.8,571.1,574,608
0.997377327,2.9,0.2,975,607.8,571.1,574,608
0.997377327,2.9,0.2,976,607.8,571.1,574,608
0.997377327,2.9,0.2,977,607.8,571.1,574,608
0.997377327,2.9,0.2,978,607.8,571.1,574,608
0.997377327,2.9,0.2,979,607.8,571.1,574,608
0.997377327,2.9,0.2,980,607.8,571.1,574,608
0.997377327,2.9,0.2,981,607.8,571.1,574,608
0.997377327,2.9,0.2,982,607.8,571.1,574,608
0.997377327,2.9,0.2,983,607.8,571.1,574,608
0.997377327,2.9,0.2,984,607.8,571.1,574,608
0.997377327,2.9,0.2,985,607.8,571.1,574,608
0.997377327,2.9,0.2,986,607.8,571.1,574,608
0.997377327,2.9,0.2,987,607.8,571.1,574,608
0.997377327,2.9,0.2,988,607.8,571.1,574,608
0.997377327,2.9,0.2,989,607.8,571.1,574,608
0.997377327,2.9,0.2,990,607.8,571.1,574,608
0.997377327,2.9,0.2,991,607.8,571.1,574,608
0.997377327,2.9,0.2,992,607.8,571.1,574,608
0.997377327,2.9,0.2,993,607.8,571.1,574,608
0.997377327,2.9,0.2,994,607.8,571.1,574,608
0.997377327,2.9,0.2,995,607.8,571.1,574,608
0.997377327,2.9,0.2,996,607.8,571.1,574,608
0.997377327,2.9,0.2,997,607.8,571.1,574,608
