Accuracy,False Negatives,False Positives,Iteration,True Negatives,True Positives,Positives,Negatives
0.997038917,2.5,1,54,607,571.5,574,608
0.997038917,2.5,1,55,607,571.5,574,608
0.997038917,2.5,1,56,607,571.5,574,608
0.997038917,2.5,1,57,607,571.5,574,608
0.997038917,2.5,1,58,607,571.5,574,608
0.997038917,2.5,1,59,607,571.5,574,608
0.997038917,2.5,1,60,607,571.5,574,608
0.997038917,2.5,1,61,607,571.5,574,608
0.997038917,2.5,1,62,607,571.5,574,608
0.997208122,2.6,0.7,63,607.3,571.4,574,608
0.997208122,2.6,0.7,64,607.3,571.4,574,608
0.997208122,2.6,0.7,65,607.3,571.4,574,608
0.997208122,2.6,0.7,66,607.3,571.4,574,608
0.997208122,2.6,0.7,67,607.3,571.4,574,608
0.997208122,2.6,0.7,68,607.3,571.4,574,608
0.997208122,2.6,0.7,69,607.3,571.4,574,608
0.997208122,2.6,0.7,70,607.3,571.4,574,608
0.997208122,2.6,0.7,71,607.3,571.4,574,608
0.997208122,2.6,0.7,72,607.3,571.4,574,608
0.997208122,2.6,0.7,73,607.3,571.4,574,608
0.997208122,2.6,0.7,74,607.3,571.4,574,608
0.997208122,2.6,0.7,75,607.3,571.4,574,608
0.997208122,2.6,0.7,76,607.3,571.4,574,608
0.997208122,2.6,0.7,77,607.3,571.4,574,608
0.997208122,2.6,0.7,78,607.3,571.4,574,608
0.997208122,2.6,0.7,79,607.3,571.4,574,608
0.997208122,2.6,0.7,80,607.3,571.4,574,608
0.997208122,2.6,0.7,81,607.3,571.4,574,608
0.997208122,2.6,0.7,82,607.3,571.4,574,608
0.997208122,2.6,0.7,83,607.3,571.4,574,608
0.997208122,2.6,0.7,84,607.3,571.4,574,608
0.997377327,2.5,0.6,85,607.4,571.5,574,608
0.997377327,2.5,0.6,86,607.4,571.5,574,608
0.997377327,2.5,0.6,87,607.4,571.5,574,608
0.997208122,2.6,0.7,88,607.3,571.4,574,608
0.997208122,2.6,0.7,89,607.3,571.4,574,608
0.997208122,2.6,0.7,90,607.3,571.4,574,608
0.997208122,2.6,0.7,91,607.3,571.4,574,608
0.997208122,2.6,0.7,92,607.3,571.4,574,608
0.997292724,2.7,0.5,93,607.5,571.3,574,608
0.997292724,2.7,0.5,94,607.5,571.3,574,608
0.997292724,2.7,0.5,95,607.5,571.3,574,608
0.997377327,2.6,0.5,96,607.5,571.4,574,608
0.997377327,2.6,0.5,97,607.5,571.4,574,608
0.997208122,2.8,0.5,98,607.5,571.2,574,608
0.997461929,2.5,0.5,99,607.5,571.5,574,608
0.997461929,2.5,0.5,100,607.5,571.5,574,608
0.997461929,2.5,0.5,101,607.5,571.5,574,608
0.997461929,2.5,0.5,102,607.5,571.5,574,608
0.997461929,2.5,0.5,103,607.5,571.5,574,608
0.997461929,2.5,0.5,104,607.5,571.5,574,608
0.997461929,2.5,0.5,105,607.5,571.5,574,608
0.997461929,2.5,0.5,106,607.5,571.5,574,608
0.997461929,2.5,0.5,107,607.5,571.5,574,608
0.997461929,2.5,0.5,108,607.5,571.5,574,608
0.997461929,2.5,0.5,109,607.5,571.5,574,608
0.997461929,2.5,0.5,110,607.5,571.5,574,608
0.997461929,2.5,0.5,111,607.5,571.5,574,608
0.997461929,2.5,0.5,112,607.5,571.5,574,608
0.997461929,2.5,0.5,113,607.5,571.5,574,608
0.997461929,2.5,0.5,114,607.5,571.5,574,608
0.997461929,2.5,0.5,115,607.5,571.5,574,608
0.997461929,2.5,0.5,116,607.5,571.5,574,608
0.997461929,2.5,0.5,117,607.5,571.5,574,608
0.997461929,2.5,0.5,118,607.5,571.5,574,608
0.997461929,2.5,0.5,119,607.5,571.5,574,608
0.997461929,2.5,0.5,120,607.5,571.5,574,608
0.997461929,2.5,0.5,121,607.5,571.5,574,608
0.997461929,2.5,0.5,122,607.5,571.5,574,608
0.997461929,2.5,0.5,123,607.5,571.5,574,608
0.997461929,2.5,0.5,124,607.5,571.5,574,608
0.997461929,2.5,0.5,125,607.5,571.5,574,608
0.997461929,2.5,0.5,126,607.5,571.5,574,608
0.997292724,2.7,0.5,127,607.5,571.3,574,608
0.997292724,2.7,0.5,128,607.5,571.3,574,608
0.997292724,2.7,0.5,129,607.5,571.3,574,608
0.997292724,2.7,0.5,130,607.5,571.3,574,608
0.997292724,2.7,0.5,131,607.5,571.3,574,608
0.997292724,2.7,0.5,132,607.5,571.3,574,608
0.997292724,2.7,0.5,133,607.5,571.3,574,608
0.997292724,2.7,0.5,134,607.5,571.3,574,608
0.997292724,2.7,0.5,135,607.5,571.3,574,608
0.997292724,2.7,0.5,136,607.5,571.3,574,608
0.997292724,2.7,0.5,137,607.5,571.3,574,608
0.997292724,2.7,0.5,138,607.5,571.3,574,608
0.997292724,2.7,0.5,139,607.5,571.3,574,608
0.997292724,2.7,0.5,140,607.5,571.3,574,608
0.997292724,2.7,0.5,141,607.5,571.3,574,608
0.997292724,2.7,0.5,142,607.5,571.3,574,608
0.997292724,2.7,0.5,143,607.5,571.3,574,608
0.997292724,2.7,0.5,144,607.5,571.3,574,608
0.997292724,2.7,0.5,145,607.5,571.3,574,608
0.997292724,2.7,0.5,146,607.5,571.3,574,608
0.997292724,2.7,0.5,147,607.5,571.3,574,608
0.997292724,2.7,0.5,148,607.5,571.3,574,608
0.997292724,2.7,0.5,149,607.5,571.3,574,608
0.997292724,2.7,0.5,150,607.5,571.3,574,608
0.997292724,2.7,0.5,151,607.5,571.3,574,608
0.997292724,2.7,0.5,152,607.5,571.3,574,608
0.997292724,2.7,0.5,153,607.5,571.3,574,608
0.997292724,2.7,0.5,154,607.5,571.3,574,608
0.997292724,2.7,0.5,155,607.5,571.3,574,608
0.997292724,2.7,0.5,156,607.5,571.3,574,608
0.997292724,2.7,0.5,157,607.5,571.3,574,608
0.997292724,2.7,0.5,158,607.5,571.3,574,608
0.997292724,2.7,0.5,159,607.5,571.3,574,608
0.997292724,2.7,0.5,160,607.5,571.3,574,608
0.997292724,2.7,0.5,161,607.5,571.3,574,608
0.997292724,2.7,0.5,162,607.5,571.3,574,608
0.997292724,2.7,0.5,163,607.5,571.3,574,608
0.997292724,2.7,0.5,164,607.5,571.3,574,608
0.997292724,2.7,0.5,165,607.5,571.3,574,608
0.997292724,2.7,0.5,166,607.5,571.3,574,608
0.997292724,2.7,0.5,167,607.5,571.3,574,608
0.997292724,2.7,0.5,168,607.5,571.3,574,608
0.997292724,2.7,0.5,169,607.5,571.3,574,608
0.997292724,2.7,0.5,170,607.5,571.3,574,608
0.997292724,2.7,0.5,171,607.5,571.3,574,608
0.997292724,2.7,0.5,172,607.5,571.3,574,608
0.997292724,2.7,0.5,173,607.5,571.3,574,608
0.997292724,2.7,0.5,174,607.5,571.3,574,608
0.997292724,2.7,0.5,175,607.5,571.3,574,608
0.997292724,2.7,0.5,176,607.5,571.3,574,608
0.997292724,2.7,0.5,177,607.5,571.3,574,608
0.997292724,2.7,0.5,178,607.5,571.3,574,608
0.997292724,2.7,0.5,179,607.5,571.3,574,608
0.997292724,2.7,0.5,180,607.5,571.3,574,608
0.997292724,2.7,0.5,181,607.5,571.3,574,608
0.997292724,2.7,0.5,182,607.5,571.3,574,608
0.997292724,2.7,0.5,183,607.5,571.3,574,608
0.997292724,2.7,0.5,184,607.5,571.3,574,608
0.997292724,2.7,0.5,185,607.5,571.3,574,608
0.997292724,2.7,0.5,186,607.5,571.3,574,608
0.997292724,2.7,0.5,187,607.5,571.3,574,608
0.997292724,2.7,0.5,188,607.5,571.3,574,608
0.997292724,2.7,0.5,189,607.5,571.3,574,608
0.997292724,2.7,0.5,190,607.5,571.3,574,608
0.997292724,2.7,0.5,191,607.5,571.3,574,608
0.997292724,2.7,0.5,192,607.5,571.3,574,608
0.997292724,2.7,0.5,193,607.5,571.3,574,608
0.997292724,2.7,0.5,194,607.5,571.3,574,608
0.997292724,2.7,0.5,195,607.5,571.3,574,608
0.997292724,2.7,0.5,196,607.5,571.3,574,608
0.997292724,2.7,0.5,197,607.5,571.3,574,608
0.997292724,2.7,0.5,198,607.5,571.3,574,608
0.997292724,2.7,0.5,199,607.5,571.3,574,608
0.997292724,2.7,0.5,200,607.5,571.3,574,608
0.997461929,2.7,0.3,201,607.7,571.3,574,608
0.997461929,2.7,0.3,202,607.7,571.3,574,608
0.997461929,2.7,0.3,203,607.7,571.3,574,608
0.997461929,2.7,0.3,204,607.7,571.3,574,608
0.997461929,2.7,0.3,205,607.7,571.3,574,608
0.997461929,2.7,0.3,206,607.7,571.3,574,608
0.997461929,2.7,0.3,207,607.7,571.3,574,608
0.997461929,2.7,0.3,208,607.7,571.3,574,608
0.997461929,2.7,0.3,209,607.7,571.3,574,608
0.997461929,2.7,0.3,210,607.7,571.3,574,608
0.997461929,2.7,0.3,211,607.7,571.3,574,608
0.997461929,2.7,0.3,212,607.7,571.3,574,608
0.997461929,2.7,0.3,213,607.7,571.3,574,608
0.997461929,2.7,0.3,214,607.7,571.3,574,608
0.997292724,2.9,0.3,215,607.7,571.1,574,608
0.997292724,2.9,0.3,216,607.7,571.1,574,608
0.997292724,2.9,0.3,217,607.7,571.1,574,608
0.997292724,2.9,0.3,218,607.7,571.1,574,608
0.997292724,2.9,0.3,219,607.7,571.1,574,608
0.997292724,2.9,0.3,220,607.7,571.1,574,608
0.997292724,2.9,0.3,221,607.7,571.1,574,608
0.997292724,2.9,0.3,222,607.7,571.1,574,608
0.997292724,2.9,0.3,223,607.7,571.1,574,608
0.997292724,2.9,0.3,224,607.7,571.1,574,608
0.997292724,2.9,0.3,225,607.7,571.1,574,608
0.997292724,2.9,0.3,226,607.7,571.1,574,608
0.997292724,2.9,0.3,227,607.7,571.1,574,608
0.997292724,2.9,0.3,228,607.7,571.1,574,608
0.997292724,2.9,0.3,229,607.7,571.1,574,608
0.997292724,2.9,0.3,230,607.7,571.1,574,608
0.997292724,2.9,0.3,231,607.7,571.1,574,608
0.997292724,2.9,0.3,232,607.7,571.1,574,608
0.997292724,2.9,0.3,233,607.7,571.1,574,608
0.997292724,2.9,0.3,234,607.7,571.1,574,608
0.997292724,2.9,0.3,235,607.7,571.1,574,608
0.997292724,2.9,0.3,236,607.7,571.1,574,608
0.997292724,2.9,0.3,237,607.7,571.1,574,608
0.997292724,2.9,0.3,238,607.7,571.1,574,608
0.997292724,2.9,0.3,239,607.7,571.1,574,608
0.997292724,2.9,0.3,240,607.7,571.1,574,608
0.997292724,2.9,0.3,241,607.7,571.1,574,608
0.997292724,2.9,0.3,242,607.7,571.1,574,608
0.997292724,2.9,0.3,243,607.7,571.1,574,608
0.997292724,2.9,0.3,244,607.7,571.1,574,608
0.997292724,2.9,0.3,245,607.7,571.1,574,608
0.997292724,2.9,0.3,246,607.7,571.1,574,608
0.997292724,2.9,0.3,247,607.7,571.1,574,608
0.997292724,2.9,0.3,248,607.7,571.1,574,608
0.997292724,2.9,0.3,249,607.7,571.1,574,608
0.997292724,2.9,0.3,250,607.7,571.1,574,608
0.997292724,2.9,0.3,251,607.7,571.1,574,608
0.997292724,2.9,0.3,252,607.7,571.1,574,608
0.997292724,2.9,0.3,253,607.7,571.1,574,608
0.997292724,2.9,0.3,254,607.7,571.1,574,608
0.997292724,2.9,0.3,255,607.7,571.1,574,608
0.997292724,2.9,0.3,256,607.7,571.1,574,608
0.997292724,2.9,0.3,257,607.7,571.1,574,608
0.997292724,2.9,0.3,258,607.7,571.1,574,608
0.997292724,2.9,0.3,259,607.7,571.1,574,608
0.997292724,2.9,0.3,260,607.7,571.1,574,608
0.997292724,2.9,0.3,261,607.7,571.1,574,608
0.997292724,2.9,0.3,262,607.7,571.1,574,608
0.997292724,2.9,0.3,263,607.7,571.1,574,608
0.997292724,2.9,0.3,264,607.7,571.1,574,608
0.997292724,2.9,0.3,265,607.7,571.1,574,608
0.997292724,2.9,0.3,266,607.7,571.1,574,608
0.997292724,2.9,0.3,267,607.7,571.1,574,608
0.997292724,2.9,0.3,268,607.7,571.1,574,608
0.997292724,2.9,0.3,269,607.7,571.1,574,608
0.997292724,2.9,0.3,270,607.7,571.1,574,608
0.997292724,2.9,0.3,271,607.7,571.1,574,608
0.997292724,2.9,0.3,272,607.7,571.1,574,608
0.997377327,2.8,0.3,273,607.7,571.2,574,608
0.997377327,2.8,0.3,274,607.7,571.2,574,608
0.997377327,2.8,0.3,275,607.7,571.2,574,608
0.997377327,2.8,0.3,276,607.7,571.2,574,608
0.997377327,2.8,0.3,277,607.7,571.2,574,608
0.997377327,2.8,0.3,278,607.7,571.2,574,608
0.997377327,2.8,0.3,279,607.7,571.2,574,608
0.997377327,2.8,0.3,280,607.7,571.2,574,608
0.997377327,2.8,0.3,281,607.7,571.2,574,608
0.997377327,2.8,0.3,282,607.7,571.2,574,608
0.997377327,2.8,0.3,283,607.7,571.2,574,608
0.997377327,2.8,0.3,284,607.7,571.2,574,608
0.997377327,2.8,0.3,285,607.7,571.2,574,608
0.997377327,2.8,0.3,286,607.7,571.2,574,608
0.997377327,2.8,0.3,287,607.7,571.2,574,608
0.997377327,2.8,0.3,288,607.7,571.2,574,608
0.997377327,2.8,0.3,289,607.7,571.2,574,608
0.997377327,2.8,0.3,290,607.7,571.2,574,608
0.997377327,2.8,0.3,291,607.7,571.2,574,608
0.997377327,2.8,0.3,292,607.7,571.2,574,608
0.997377327,2.8,0.3,293,607.7,571.2,574,608
0.997377327,2.8,0.3,294,607.7,571.2,574,608
0.997377327,2.8,0.3,295,607.7,571.2,574,608
0.997377327,2.8,0.3,296,607.7,571.2,574,608
0.997377327,2.8,0.3,297,607.7,571.2,574,608
0.997377327,2.8,0.3,298,607.7,571.2,574,608
0.997377327,2.8,0.3,299,607.7,571.2,574,608
0.997377327,2.8,0.3,300,607.7,571.2,574,608
0.997377327,2.8,0.3,301,607.7,571.2,574,608
0.997377327,2.8,0.3,302,607.7,571.2,574,608
0.997377327,2.8,0.3,303,607.7,571.2,574,608
0.997377327,2.8,0.3,304,607.7,571.2,574,608
0.997377327,2.8,0.3,305,607.7,571.2,574,608
0.997377327,2.8,0.3,306,607.7,571.2,574,608
0.997377327,2.8,0.3,307,607.7,571.2,574,608
0.997377327,2.8,0.3,308,607.7,571.2,574,608
0.997377327,2.8,0.3,309,607.7,571.2,574,608
0.997377327,2.8,0.3,310,607.7,571.2,574,608
0.997377327,2.8,0.3,311,607.7,571.2,574,608
0.997377327,2.8,0.3,312,607.7,571.2,574,608
0.997377327,2.8,0.3,313,607.7,571.2,574,608
0.997377327,2.8,0.3,314,607.7,571.2,574,608
0.997377327,2.8,0.3,315,607.7,571.2,574,608
0.997377327,2.8,0.3,316,607.7,571.2,574,608
0.997377327,2.8,0.3,317,607.7,571.2,574,608
0.997377327,2.8,0.3,318,607.7,571.2,574,608
0.997377327,2.8,0.3,319,607.7,571.2,574,608
0.997377327,2.8,0.3,320,607.7,571.2,574,608
0.997377327,2.8,0.3,321,607.7,571.2,574,608
0.997377327,2.8,0.3,322,607.7,571.2,574,608
0.997377327,2.8,0.3,323,607.7,571.2,574,608
0.997377327,2.8,0.3,324,607.7,571.2,574,608
0.997377327,2.8,0.3,325,607.7,571.2,574,608
0.997377327,2.7,0.4,326,607.6,571.3,574,608
0.997377327,2.7,0.4,327,607.6,571.3,574,608
0.997377327,2.7,0.4,328,607.6,571.3,574,608
0.997377327,2.7,0.4,329,607.6,571.3,574,608
0.997377327,2.7,0.4,330,607.6,571.3,574,608
0.997377327,2.7,0.4,331,607.6,571.3,574,608
0.997377327,2.7,0.4,332,607.6,571.3,574,608
0.997377327,2.7,0.4,333,607.6,571.3,574,608
0.997377327,2.7,0.4,334,607.6,571.3,574,608
0.997377327,2.7,0.4,335,607.6,571.3,574,608
0.997377327,2.7,0.4,336,607.6,571.3,574,608
0.997377327,2.7,0.4,337,607.6,571.3,574,608
0.997377327,2.7,0.4,338,607.6,571.3,574,608
0.997377327,2.7,0.4,339,607.6,571.3,574,608
0.997377327,2.7,0.4,340,607.6,571.3,574,608
0.997377327,2.7,0.4,341,607.6,571.3,574,608
0.997377327,2.7,0.4,342,607.6,571.3,574,608
0.997377327,2.7,0.4,343,607.6,571.3,574,608
0.997377327,2.7,0.4,344,607.6,571.3,574,608
0.997377327,2.7,0.4,345,607.6,571.3,574,608
0.997377327,2.7,0.4,346,607.6,571.3,574,608
0.997377327,2.7,0.4,347,607.6,571.3,574,608
0.997377327,2.7,0.4,348,607.6,571.3,574,608
0.997377327,2.7,0.4,349,607.6,571.3,574,608
0.997377327,2.7,0.4,350,607.6,571.3,574,608
0.997377327,2.7,0.4,351,607.6,571.3,574,608
0.997377327,2.7,0.4,352,607.6,571.3,574,608
0.997377327,2.7,0.4,353,607.6,571.3,574,608
0.997377327,2.7,0.4,354,607.6,571.3,574,608
0.997377327,2.7,0.4,355,607.6,571.3,574,608
0.997377327,2.7,0.4,356,607.6,571.3,574,608
0.997377327,2.7,0.4,357,607.6,571.3,574,608
0.997377327,2.7,0.4,358,607.6,571.3,574,608
0.997377327,2.7,0.4,359,607.6,571.3,574,608
0.997377327,2.7,0.4,360,607.6,571.3,574,608
0.997377327,2.7,0.4,361,607.6,571.3,574,608
0.997377327,2.7,0.4,362,607.6,571.3,574,608
0.997377327,2.7,0.4,363,607.6,571.3,574,608
0.997377327,2.7,0.4,364,607.6,571.3,574,608
0.997377327,2.7,0.4,365,607.6,571.3,574,608
0.997377327,2.7,0.4,366,607.6,571.3,574,608
0.997377327,2.7,0.4,367,607.6,571.3,574,608
0.997377327,2.7,0.4,368,607.6,571.3,574,608
0.997377327,2.7,0.4,369,607.6,571.3,574,608
0.997377327,2.7,0.4,370,607.6,571.3,574,608
0.997377327,2.7,0.4,371,607.6,571.3,574,608
0.997377327,2.7,0.4,372,607.6,571.3,574,608
0.997377327,2.7,0.4,373,607.6,571.3,574,608
0.997377327,2.7,0.4,374,607.6,571.3,574,608
0.997377327,2.7,0.4,375,607.6,571.3,574,608
0.997377327,2.7,0.4,376,607.6,571.3,574,608
0.997377327,2.7,0.4,377,607.6,571.3,574,608
0.997377327,2.7,0.4,378,607.6,571.3,574,608
0.997377327,2.7,0.4,379,607.6,571.3,574,608
0.997377327,2.7,0.4,380,607.6,571.3,574,608
0.997377327,2.7,0.4,381,607.6,571.3,574,608
0.997377327,2.7,0.4,382,607.6,571.3,574,608
0.997377327,2.7,0.4,383,607.6,571.3,574,608
0.997377327,2.7,0.4,384,607.6,571.3,574,608
0.997377327,2.7,0.4,385,607.6,571.3,574,608
0.997377327,2.7,0.4,386,607.6,571.3,574,608
0.997377327,2.7,0.4,387,607.6,571.3,574,608
0.997377327,2.7,0.4,388,607.6,571.3,574,608
0.997377327,2.7,0.4,389,607.6,571.3,574,608
0.997377327,2.7,0.4,390,607.6,571.3,574,608
0.997377327,2.7,0.4,391,607.6,571.3,574,608
0.997377327,2.7,0.4,392,607.6,571.3,574,608
0.997377327,2.7,0.4,393,607.6,571.3,574,608
0.997377327,2.7,0.4,394,607.6,571.3,574,608
0.997377327,2.7,0.4,395,607.6,571.3,574,608
0.997377327,2.7,0.4,396,607.6,571.3,574,608
0.997377327,2.7,0.4,397,607.6,571.3,574,608
0.997377327,2.7,0.4,398,607.6,571.3,574,608
0.997377327,2.7,0.4,399,607.6,571.3,574,608
0.997377327,2.7,0.4,400,607.6,571.3,574,608
0.997377327,2.7,0.4,401,607.6,571.3,574,608
0.997377327,2.7,0.4,402,607.6,571.3,574,608
0.997377327,2.7,0.4,403,607.6,571.3,574,608
0.997377327,2.7,0.4,404,607.6,571.3,574,608
0.997377327,2.7,0.4,405,607.6,571.3,574,608
0.997377327,2.7,0.4,406,607.6,571.3,574,608
0.997377327,2.7,0.4,407,607.6,571.3,574,608
0.997377327,2.7,0.4,408,607.6,571.3,574,608
0.997377327,2.7,0.4,409,607.6,571.3,574,608
0.997377327,2.7,0.4,410,607.6,571.3,574,608
0.997377327,2.7,0.4,411,607.6,571.3,574,608
0.997377327,2.7,0.4,412,607.6,571.3,574,608
0.997377327,2.7,0.4,413,607.6,571.3,574,608
0.997377327,2.7,0.4,414,607.6,571.3,574,608
0.997377327,2.7,0.4,415,607.6,571.3,574,608
0.997377327,2.7,0.4,416,607.6,571.3,574,608
0.997377327,2.7,0.4,417,607.6,571.3,574,608
0.997377327,2.7,0.4,418,607.6,571.3,574,608
0.997377327,2.7,0.4,419,607.6,571.3,574,608
0.997377327,2.7,0.4,420,607.6,571.3,574,608
0.997377327,2.7,0.4,421,607.6,571.3,574,608
0.997377327,2.7,0.4,422,607.6,571.3,574,608
0.997377327,2.7,0.4,423,607.6,571.3,574,608
0.997377327,2.7,0.4,424,607.6,571.3,574,608
0.997377327,2.7,0.4,425,607.6,571.3,574,608
0.997377327,2.7,0.4,426,607.6,571.3,574,608
0.997377327,2.7,0.4,427,607.6,571.3,574,608
0.997377327,2.7,0.4,428,607.6,571.3,574,608
0.997377327,2.7,0.4,429,607.6,571.3,574,608
0.997377327,2.7,0.4,430,607.6,571.3,574,608
0.997377327,2.7,0.4,431,607.6,571.3,574,608
0.997377327,2.7,0.4,432,607.6,571.3,574,608
0.997377327,2.7,0.4,433,607.6,571.3,574,608
0.997377327,2.7,0.4,434,607.6,571.3,574,608
0.997377327,2.7,0.4,435,607.6,571.3,574,608
0.997377327,2.7,0.4,436,607.6,571.3,574,608
0.997377327,2.7,0.4,437,607.6,571.3,574,608
0.997377327,2.7,0.4,438,607.6,571.3,574,608
0.997377327,2.7,0.4,439,607.6,571.3,574,608
0.997377327,2.7,0.4,440,607.6,571.3,574,608
0.997377327,2.7,0.4,441,607.6,571.3,574,608
0.997377327,2.7,0.4,442,607.6,571.3,574,608
0.997377327,2.7,0.4,443,607.6,571.3,574,608
0.997377327,2.7,0.4,444,607.6,571.3,574,608
0.997377327,2.7,0.4,445,607.6,571.3,574,608
0.997377327,2.7,0.4,446,607.6,571.3,574,608
0.997377327,2.7,0.4,447,607.6,571.3,574,608
0.997377327,2.7,0.4,448,607.6,571.3,574,608
0.997377327,2.7,0.4,449,607.6,571.3,574,608
0.997377327,2.7,0.4,450,607.6,571.3,574,608
0.997377327,2.7,0.4,451,607.6,571.3,574,608
0.997377327,2.7,0.4,452,607.6,571.3,574,608
0.997377327,2.7,0.4,453,607.6,571.3,574,608
0.997377327,2.7,0.4,454,607.6,571.3,574,608
0.997377327,2.7,0.4,455,607.6,571.3,574,608
0.997377327,2.7,0.4,456,607.6,571.3,574,608
0.997377327,2.7,0.4,457,607.6,571.3,574,608
0.997377327,2.7,0.4,458,607.6,571.3,574,608
0.997377327,2.7,0.4,459,607.6,571.3,574,608
0.997377327,2.7,0.4,460,607.6,571.3,574,608
0.997377327,2.7,0.4,461,607.6,571.3,574,608
0.997377327,2.7,0.4,462,607.6,571.3,574,608
0.997377327,2.7,0.4,463,607.6,571.3,574,608
0.997377327,2.7,0.4,464,607.6,571.3,574,608
0.997377327,2.7,0.4,465,607.6,571.3,574,608
0.997377327,2.7,0.4,466,607.6,571.3,574,608
0.997377327,2.7,0.4,467,607.6,571.3,574,608
0.997377327,2.7,0.4,468,607.6,571.3,574,608
0.997377327,2.7,0.4,469,607.6,571.3,574,608
0.997377327,2.7,0.4,470,607.6,571.3,574,608
0.997377327,2.7,0.4,471,607.6,571.3,574,608
0.997377327,2.7,0.4,472,607.6,571.3,574,608
0.997377327,2.7,0.4,473,607.6,571.3,574,608
0.997377327,2.7,0.4,474,607.6,571.3,574,608
0.997377327,2.7,0.4,475,607.6,571.3,574,608
0.997377327,2.7,0.4,476,607.6,571.3,574,608
0.997377327,2.7,0.4,477,607.6,571.3,574,608
0.997377327,2.7,0.4,478,607.6,571.3,574,608
0.997377327,2.7,0.4,479,607.6,571.3,574,608
0.997377327,2.7,0.4,480,607.6,571.3,574,608
0.997377327,2.7,0.4,481,607.6,571.3,574,608
0.997377327,2.7,0.4,482,607.6,571.3,574,608
0.997377327,2.7,0.4,483,607.6,571.3,574,608
0.997377327,2.7,0.4,484,607.6,571.3,574,608
0.997377327,2.7,0.4,485,607.6,571.3,574,608
0.997377327,2.7,0.4,486,607.6,571.3,574,608
0.997377327,2.7,0.4,487,607.6,571.3,574,608
0.997377327,2.7,0.4,488,607.6,571.3,574,608
0.997377327,2.7,0.4,489,607.6,571.3,574,608
0.997377327,2.7,0.4,490,607.6,571.3,574,608
0.997377327,2.7,0.4,491,607.6,571.3,574,608
0.997377327,2.7,0.4,492,607.6,571.3,574,608
0.997377327,2.7,0.4,493,607.6,571.3,574,608
0.997377327,2.7,0.4,494,607.6,571.3,574,608
0.997377327,2.7,0.4,495,607.6,571.3,574,608
0.997377327,2.7,0.4,496,607.6,571.3,574,608
0.997377327,2.7,0.4,497,607.6,571.3,574,608
0.997377327,2.7,0.4,498,607.6,571.3,574,608
0.997377327,2.7,0.4,499,607.6,571.3,574,608
